model,feature,name,description,type,sources
anthropic,List items for sale,Ease of Listing,"Simplicity and speed of creating listings, including photo upload, description templates, and bulk tools",Integer [1],"User experience testing, app reviews, feature documentation"
anthropic,List items for sale,Trust and Safety Features,"Built-in protection mechanisms like buyer/seller verification, secure payments, and dispute resolution",Boolean [*],"Platform policies, security features, user feedback"
anthropic,List items for sale,User Base Size,"Total number of active monthly users on the platform, indicating potential reach and buyer audience",Integer [1],"App store analytics, company reports, market research firms"
anthropic,List items for sale,Commission Rate,"Percentage fee charged by the platform on successful sales, affecting seller profitability",Float [1],"Platform terms of service, seller fee schedules"
anthropic,List items for sale,Listing Ease,"Simplicity and speed of creating product listings, measured by required steps and time",Integer [1],"User experience testing, app interface analysis, user reviews"
anthropic,List items for sale,Category Coverage,"Number of product categories supported for selling, indicating platform versatility",Integer [1],"Platform category listings, seller guidelines"
anthropic,List items for sale,Payment Security,"Level of buyer and seller protection through escrow services, dispute resolution, and fraud prevention",Boolean [1],"Platform policies, security features documentation, user safety reports"
anthropic,List items for sale,User Base Size,"Total number of active monthly users on the platform, indicating market reach and potential buyer pool",Integer [1],"App store analytics, company reports, market research firms"
anthropic,List items for sale,Listing Success Rate,"Percentage of listed items that successfully sell within 30 days, indicating platform effectiveness",Float [1],"Platform statistics, user surveys, third-party marketplace analysis"
anthropic,List items for sale,Commission Rate,"Percentage of sale price taken by the platform as fees, affecting seller profitability",Float [1],"Platform fee schedules, terms of service, seller documentation"
anthropic,List items for sale,Category Coverage,"Number of distinct product categories supported for listing, indicating versatility",Integer [1],"Platform category listings, app features, seller guidelines"
anthropic,List items for sale,Safety Features Score,"Composite score based on buyer protection, secure payments, identity verification, and dispute resolution capabilities",Integer [1],"Platform security policies, user safety features, payment protection terms"
anthropic,List items for sale,Active User Base Size,"Number of monthly active users on the platform, indicating market reach and potential buyer pool",Integer [1],"App analytics platforms, company reports, market research firms"
anthropic,List items for sale,Selling Fee Structure,"Percentage of sale price or flat fees charged to sellers, affecting profitability",Float [1-3],"Official app documentation, terms of service, seller guidelines"
anthropic,List items for sale,Category Specialization,"Breadth and depth of supported item categories, from general marketplace to niche specialization",Text [*],"App store descriptions, platform category listings, user interface analysis"
